Id,SalePrice
1619,118361.27
1620,143491.66
1621,114213.46
1622,157931.94
1623,263868.72
1624,209158.73
1625,128253.9
1626,172347.14
1627,178830.34
1628,309760.0
1629,195641.23
1630,280679.53
1631,211652.61
1632,210923.3
1633,199812.84
1634,175289.98
1635,177358.98
1636,145832.11
1637,134952.03
1638,201182.69
1639,164772.47
1640,214026.22
1641,180810.02
1642,252404.52
1643,222425.78
1644,234904.03
1645,171508.17
1646,159827.14
1647,182120.25
1648,134312.84
1649,119914.43
1650,120236.3
1651,128557.26
1652,100954.28
1653,99586.9
1654,161404.78
1655,150066.6
1656,162027.48
1657,162512.64
1658,162635.88
1659,139052.72
1660,130926.72
1661,402274.38
1662,392379.06
1663,349933.5
1664,433392.97
1665,321877.4
1666,343892.75
1667,345804.3
1668,351980.4
1669,334199.03
1670,352321.25
1671,234927.23
1672,367350.2
1673,314950.88
1674,273654.3
1675,195265.28
1676,207132.55
1677,224233.88
1678,444345.53
1679,379504.38
1680,342975.38
1681,279853.78
1682,329343.94
1683,199382.69
1684,194449.94
1685,181827.44
1686,184769.53
1687,197937.67
1688,186149.52
1689,212659.8
1690,210285.72
1691,213135.78
1692,256978.27
1693,208413.44
1694,180792.39
1695,187962.28
1696,248145.72
1697,190938.44
1698,350678.62
1699,322759.47
1700,275949.12
1701,313177.62
1702,236676.94
1703,246823.9
1704,250151.36
1705,225347.22
1706,376338.1
1707,197623.14
1708,195655.33
1709,269513.3
1710,203811.48
1711,265710.25
1712,227041.06
1713,283168.4
1714,204168.17
1715,210170.98
1716,177211.27
1717,181342.16
1718,91674.83
1719,218666.4
1720,264217.34
1721,181461.28
1722,91344.555
1723,164317.88
1724,226261.05
1725,231643.98
1726,173667.42
1727,138267.75
1728,183938.03
1729,142086.64
1730,188607.62
1731,125877.52
1732,123157.35
1733,135672.03
1734,125237.24
1735,106182.62
1736,117590.664
1737,314317.06
1738,276149.75
1739,264657.47
1740,188585.5
1741,156394.23
1742,165556.6
1743,190478.95
1744,337429.44
1745,175426.55
1746,229869.94
1747,226471.12
1748,194671.73
1749,150760.62
1750,143023.95
1751,230338.67
1752,101084.18
1753,139118.84
1754,196658.89
1755,173772.44
1756,118355.7
1757,120011.67
1758,157593.62
1759,156931.23
1760,144631.14
1761,142364.23
1762,154133.64
1763,159679.38
1764,113850.85
1765,131981.02
1766,172028.08
1767,209309.5
1768,110799.84
1769,178826.58
1770,139405.52
1771,127618.92
1772,111612.586
1773,134198.58
1774,100386.68
1775,138719.45
1776,125217.56
1777,133468.2
1778,112503.914
1779,113457.8
1780,195601.48
1781,130492.6
1782,91321.914
1783,146210.84
1784,102178.45
1785,125923.81
1786,119204.16
1787,202116.2
1788,46990.383
1789,83507.04
1790,121633.195
1791,216219.11
1792,133178.2
1793,162957.02
1794,156822.08
1795,112126.96
1796,135696.19
1797,124476.83
1798,117191.914
1799,120486.73
1800,120950.6
1801,120352.21
1802,150133.83
1803,134524.52
1804,128017.84
1805,144214.17
1806,103313.67
1807,150343.58
1808,138272.55
1809,89768.98
1810,128780.5
1811,67165.54
1812,78084.65
1813,112291.71
1814,82257.54
1815,62929.78
1816,56322.613
1817,84719.195
1818,153212.2
1819,161210.94
1820,105360.22
1821,100493.766
1822,182639.92
1823,89341.14
1824,110719.86
1825,153986.34
1826,90430.016
1827,107873.73
1828,110549.375
1829,136724.9
1830,104880.586
1831,158253.94
1832,91518.58
1833,135599.52
1834,133816.11
1835,96460.27
1836,94338.8
1837,66326.58
1838,132300.97
1839,113851.805
1840,104624.336
1841,105794.87
1842,94310.945
1843,127741.21
1844,153217.12
1845,145322.16
1846,160222.56
1847,155628.8
1848,79592.08
1849,120231.734
1850,122069.14
1851,115223.23
1852,127874.22
1853,97536.4
1854,164421.56
1855,160801.11
1856,227572.83
1857,186369.08
1858,151854.66
1859,133663.58
1860,136583.28
1861,133249.19
1862,341155.53
1863,339372.9
1864,339388.3
1865,343100.97
1866,355631.22
1867,246631.94
1868,247623.95
1869,206388.83
1870,250473.84
1871,274285.66
1872,182078.86
1873,224624.77
1874,115597.016
1875,201867.03
1876,180830.08
1877,206882.14
1878,199252.8
1879,112799.64
1880,137413.17
1881,245168.86
1882,233364.08
1883,188676.38
1884,202387.08
1885,245968.2
1886,272278.03
1887,205494.23
1888,264690.62
1889,159783.23
1890,110060.555
1891,144856.56
1892,112552.586
1893,136134.25
1894,119370.13
1895,137006.88
1896,152433.44
1897,134107.7
1898,140928.89
1899,148326.4
1900,166305.58
1901,152817.31
1902,140481.17
1903,240881.53
1904,128711.586
1905,139235.92
1906,126664.73
1907,129280.42
1908,119922.19
1909,152176.62
1910,130529.22
1911,198028.67
1912,277531.7
1913,109703.86
1914,92374.76
1915,301014.34
1916,84549.98
1917,251247.45
1918,150904.6
1919,175374.39
1920,112263.89
1921,376482.78
1922,349788.7
1923,185729.69
1924,245421.11
1925,214045.03
1926,370252.94
1927,118860.484
1928,171564.14
1929,114849.72
1930,133271.44
1931,117024.516
1932,104841.836
1933,159228.34
1934,173208.27
1935,155256.0
1936,200064.98
1937,173032.28
1938,153806.1
1939,217496.62
1940,185051.0
1941,166259.92
1942,157566.94
1943,238209.03
1944,357775.3
1945,370531.3
1946,175614.17
1947,320724.06
1948,171588.06
1949,246388.05
1950,188383.45
1951,229319.45
1952,198704.03
1953,143893.56
1954,190082.0
1955,116886.77
1956,218592.03
1957,148915.77
1958,300923.56
1959,149200.7
1960,104478.26
1961,110518.7
1962,105886.414
1963,107940.02
1964,98066.13
1965,162539.72
1966,148311.55
1967,293998.03
1968,385982.94
1969,387343.88
1970,396235.2
1971,469471.06
1972,380586.66
1973,296603.2
1974,333130.22
1975,401698.7
1976,311862.75
1977,349581.0
1978,337306.4
1979,371305.9
1980,211239.97
1981,382915.66
1982,242985.25
1983,241226.58
1984,191646.05
1985,259975.81
1986,236650.9
1987,221279.1
1988,179369.03
1989,188896.17
1990,202445.9
1991,243048.89
1992,225954.42
1993,183262.31
1994,214824.1
1995,175422.84
1996,299470.78
1997,340362.5
1998,322623.3
1999,299988.34
2000,342747.06
2001,309989.2
2002,237695.22
2003,247398.19
2004,300964.75
2005,215264.62
2006,233727.03
2007,248655.28
2008,198574.69
2009,198866.22
2010,203058.28
2011,90145.6
2012,185605.33
2013,183133.25
2014,185088.53
2015,211334.2
2016,190583.39
2017,200311.44
2018,97648.23
2019,120964.055
2020,116809.93
2021,113228.055
2022,179180.36
2023,135387.05
2024,277613.06
2025,364600.22
2026,177419.3
2027,169181.52
2028,189720.05
2029,149660.11
2030,288359.8
2031,237225.28
2032,268984.47
2033,278130.22
2034,198536.53
2035,206153.19
2036,213711.1
2037,217404.53
2038,340508.47
2039,221204.94
2040,343626.12
2041,316148.25
2042,189058.17
2043,179893.05
2044,163949.88
2045,203400.56
2046,131392.31
2047,123869.47
2048,120053.72
2049,147539.8
2050,160285.67
2051,113636.31
2052,123247.91
2053,135503.11
2054,96420.04
2055,131489.11
2056,140680.98
2057,120952.61
2058,197592.38
2059,147028.25
2060,138492.39
2061,175427.48
2062,124407.37
2063,76817.74
2064,139182.81
2065,100510.05
2066,163392.36
2067,134216.55
2068,137224.69
2069,77212.805
2070,113480.375
2071,96391.25
2072,167385.67
2073,151036.83
2074,204324.97
2075,148593.44
2076,119275.7
2077,95533.13
2078,129196.305
2079,136358.02
2080,120512.01
2081,139019.78
2082,116475.016
2083,141775.55
2084,112554.0
2085,118760.56
2086,93311.49
2087,126652.27
2088,96145.07
2089,83767.695
2090,91148.46
2091,106357.24
2092,119448.914
2093,104254.62
2094,74903.77
2095,156850.98
2096,84164.734
2097,87104.82
2098,111513.24
2099,59654.6
2100,74245.42
2101,112076.1
2102,133428.73
2103,129076.234
2104,135150.1
2105,67277.305
2106,58374.543
2107,179958.53
2108,104333.37
2109,101752.85
2110,107842.34
2111,142020.66
2112,131317.0
2113,119963.195
2114,136579.56
2115,141065.19
2116,114457.914
2117,126935.15
2118,129401.625
2119,103754.195
2120,120918.34
2121,72903.52
2122,89837.375
2123,90890.25
2124,163632.77
2125,115359.02
2126,192704.19
2127,91889.16
2128,79809.8
2129,81085.19
2130,121588.07
2131,143481.05
2132,105154.0
2133,136356.97
2134,110388.48
2135,102443.74
2136,61865.44
2137,95050.77
2138,119152.22
2139,165012.67
2140,135219.64
2141,166844.58
2142,129170.6
2143,116711.78
2144,125062.71
2145,132181.25
2146,163688.23
2147,131322.5
2148,136472.2
2149,123850.53
2150,237378.72
2151,154224.47
2152,146396.52
2153,133542.73
2154,83196.57
2155,113925.13
2156,215940.92
2157,225402.67
2158,236777.4
2159,229043.45
2160,199107.08
2161,244573.44
2162,356703.4
2163,349424.06
2164,291336.38
2165,201295.34
2166,139444.47
2167,227839.89
2168,185350.48
2169,210724.58
2170,219036.28
2171,144881.69
2172,138638.9
2173,152499.58
2174,211166.11
2175,287791.47
2176,302350.78
2177,209840.27
2178,229414.1
2179,146531.48
2180,232520.23
2181,176693.34
2182,212932.14
2183,196893.17
2184,134656.66
2185,134897.2
2186,151408.14
2187,170872.19
2188,155011.98
2189,306570.88
2190,72794.914
2191,75140.875
2192,97610.71
2193,125095.5
2194,121394.09
2195,88803.875
2196,103067.07
2197,117189.16
2198,146603.3
2199,201827.31
2200,143696.19
2201,157260.66
2202,188487.11
2203,159120.34
2204,165771.88
2205,124171.57
2206,99296.72
2207,185177.75
2208,255328.78
2209,168306.77
2210,122519.56
2211,121633.01
2212,128313.09
2213,92933.27
2214,121731.17
2215,99109.21
2216,110829.54
2217,64551.895
2218,101818.664
2219,102889.53
2220,115773.32
2221,302063.62
2222,257170.78
2223,271478.06
2224,232061.11
2225,170619.6
2226,147087.52
2227,211433.61
2228,269237.5
2229,263172.5
2230,157146.78
2231,241015.17
2232,184130.14
2233,189621.75
2234,240065.98
2235,196224.08
2236,244405.38
2237,294137.88
2238,264492.88
2239,98038.53
2240,151959.66
2241,122978.17
2242,108136.23
2243,91645.66
2244,86350.75
2245,76103.8
2246,125465.375
2247,99401.35
2248,118613.414
2249,120865.49
2250,136344.03
2251,149032.27
2252,168792.06
2253,171025.38
2254,183209.38
2255,183937.34
2256,174557.05
2257,196019.02
2258,165006.42
2259,171888.39
2260,158053.81
2261,216431.48
2262,216666.55
2263,335895.72
2264,355425.28
2265,199394.48
2266,310844.9
2267,289584.94
2268,405634.84
2269,150469.47
2270,202442.17
2271,179249.55
2272,208927.25
2273,152970.75
2274,186627.9
2275,163867.95
2276,202786.38
2277,169634.42
2278,146819.11
2279,126844.29
2280,98264.336
2281,171569.33
2282,174792.7
2283,108043.28
2284,129709.984
2285,130858.91
2286,124991.945
2287,386086.78
2288,294773.62
2289,364787.06
2290,445067.78
2291,344406.25
2292,418990.7
2293,419875.16
2294,403999.44
2295,438403.66
2296,265559.38
2297,388541.1
2298,374741.28
2299,360731.25
2300,332382.06
2301,357776.78
2302,269123.12
2303,246279.64
2304,279443.44
2305,184729.4
2306,164951.33
2307,195212.89
2308,243281.72
2309,313733.5
2310,259562.88
2311,216150.5
2312,200402.67
2313,173776.27
2314,161776.14
2315,198944.62
2316,212225.66
2317,195512.48
2318,190185.36
2319,200450.48
2320,185594.72
2321,283579.7
2322,192510.4
2323,217586.39
2324,211396.17
2325,211924.48
2326,194635.36
2327,188293.25
2328,218040.42
2329,181584.05
2330,178122.56
2331,359789.97
2332,425286.2
2333,354234.84
2334,275473.7
2335,286610.62
2336,355691.03
2337,193618.86
2338,268750.7
2339,224789.89
2340,378075.1
2341,236777.8
2342,225710.14
2343,212673.02
2344,236999.14
2345,227064.25
2346,227245.72
2347,196259.78
2348,265117.88
2349,186257.48
2350,347500.94
2351,252769.77
2352,247302.66
2353,230938.83
2354,35950.0
2355,69200.73
2356,145577.2
2357,189031.66
2358,185121.42
2359,148178.36
2360,108448.96
2361,132215.7
2362,241736.53
2363,150045.0
2364,184937.88
2365,236787.48
2366,211529.02
2367,218893.61
2368,209679.55
2369,218247.83
2370,171774.28
2371,165351.1
2372,170234.56
2373,241214.66
2374,285939.34
2375,222846.03
2376,236990.69
2377,295457.88
2378,145951.92
2379,177477.25
2380,144966.72
2381,133377.94
2382,209203.34
2383,181897.05
2384,225652.12
2385,169900.92
2386,135293.14
2387,115003.97
2388,103926.61
2389,135427.7
2390,147847.66
2391,123402.45
2392,116660.89
2393,171551.05
2394,167952.67
2395,200248.44
2396,145815.78
2397,193781.19
2398,117397.88
2399,61517.105
2400,89671.44
2401,131169.36
2402,122455.04
2403,144635.05
2404,150942.06
2405,171923.55
2406,126825.85
2407,140193.69
2408,107674.89
2409,135860.36
2410,177762.38
2411,124987.4
2412,154675.08
2413,122046.23
2414,158796.03
2415,106853.42
2416,137324.64
2417,130472.25
2418,120922.04
2419,119553.61
2420,135133.3
2421,118240.43
2422,122890.016
2423,100148.23
2424,164908.05
2425,251247.38
2426,148458.11
2427,122187.94
2428,194243.36
2429,122619.5
2430,145889.14
2431,129254.35
2432,122546.06
2433,132483.2
2434,129260.54
2435,144166.8
2436,106603.14
2437,115774.47
2438,138398.6
2439,77734.34
2440,113072.695
2441,88582.74
2442,108823.36
2443,83145.22
2444,140251.97
2445,84049.945
2446,110667.9
2447,115201.79
2448,139183.5
2449,105339.21
2450,149755.45
2451,105657.125
2452,217159.89
2453,82230.02
2454,98529.62
2455,120376.6
2456,104978.65
2457,118701.23
2458,123999.9
2459,63438.203
2460,126465.14
2461,101955.41
2462,119280.914
2463,102593.125
2464,161442.98
2465,134150.97
2466,110181.86
2467,118873.11
2468,98965.586
2469,101140.33
2470,200104.61
2471,166592.19
2472,164721.11
2473,77525.49
2474,90812.1
2475,234969.6
2476,122293.79
2477,128515.49
2478,138101.7
2479,123764.445
2480,153093.69
2481,132078.52
2482,132847.89
2483,129432.87
2484,126565.52
2485,109226.484
2486,151412.92
2487,224483.69
2488,171576.58
2489,159640.84
2490,157833.11
2491,76879.47
2492,158684.44
2493,171965.47
2494,145989.27
2495,101369.695
2496,198593.72
2497,137951.64
2498,125830.086
2499,86343.22
2500,93561.414
2501,122732.6
2502,139864.98
2503,87606.28
2504,188537.84
2505,227732.39
2506,260955.25
2507,284214.66
2508,268532.22
2509,234636.2
2510,216791.61
2511,183470.23
2512,229585.62
2513,229221.02
2514,245752.38
2515,141387.56
2516,184567.86
2517,121417.03
2518,130151.13
2519,261169.14
2520,206014.11
2521,196059.19
2522,223496.38
2523,134702.14
2524,135256.25
2525,130988.17
2526,127950.15
2527,120163.11
2528,126049.54
2529,141189.86
2530,115723.36
2531,247879.14
2532,217581.73
2533,205685.97
2534,243555.25
2535,261073.56
2536,251896.56
2537,243134.27
2538,214507.56
2539,198248.86
2540,172165.22
2541,194480.89
2542,157683.0
2543,136623.42
2544,87242.5
2545,149062.53
2546,107704.336
2547,148158.42
2548,141587.17
2549,146034.33
2550,539908.94
2551,134829.17
2552,134044.67
2553,75593.81
2554,103774.53
2555,144490.11
2556,114431.52
2557,125284.734
2558,120543.43
2559,116388.32
2560,171633.88
2561,148002.77
2562,127904.39
2563,152484.67
2564,209936.33
2565,158795.53
2566,132582.98
2567,129828.9
2568,184472.02
2569,177362.78
2570,128027.3
2571,146348.66
2572,193759.42
2573,201344.05
2574,175304.94
2575,105758.45
2576,75086.61
2577,95754.33
2578,97504.12
2579,70498.6
2580,135980.14
2581,124548.51
2582,99417.086
2583,275517.56
2584,162785.94
2585,184440.44
2586,198507.97
2587,198840.62
2588,126591.48
2589,158654.47
2590,208037.88
2591,215559.42
2592,203567.36
2593,267535.4
2594,174462.25
2595,213538.06
2596,276328.7
2597,159673.34
2598,286598.34
2599,382594.03
2600,172534.12
2601,119255.414
2602,92140.07
2603,72107.35
2604,85137.28
2605,89430.04
2606,121978.43
2607,246451.28
2608,201146.05
2609,123928.87
2610,106310.57
2611,118955.125
2612,136309.98
2613,120314.73
2614,124356.36
2615,133616.83
2616,124817.086
2617,163176.42
2618,202087.58
2619,193951.75
2620,188267.23
2621,167681.3
2622,163403.31
2623,229121.52
2624,296668.78
2625,247573.17
2626,169974.02
2627,181242.36
2628,426753.06
2629,462012.5
2630,365646.34
2631,396014.7
2632,383674.78
2633,284659.9
2634,400414.53
2635,166115.53
2636,195277.17
2637,188772.98
2638,239555.23
2639,214219.67
2640,157444.97
2641,112459.43
2642,168394.06
2643,112796.59
2644,127051.61
2645,106730.22
2646,101018.73
2647,111347.02
2648,142106.73
2649,139327.66
2650,125900.414
2651,164643.88
2652,390461.16
2653,268139.22
2654,253732.05
2655,402019.2
2656,371595.78
2657,365529.94
2658,338181.06
2659,353838.1
2660,370275.97
2661,378661.25
2662,394506.16
2663,299917.22
2664,302423.44
2665,370481.25
2666,304544.0
2667,192191.03
2668,210972.19
2669,181064.0
2670,288310.94
2671,217916.61
2672,209775.73
2673,198338.02
2674,203913.55
2675,224052.19
2676,204133.0
2677,188840.72
2678,300213.94
2679,332899.47
2680,308936.12
2681,423963.34
2682,346896.9
2683,517869.12
2684,385735.03
2685,356451.53
2686,238789.4
2687,282699.84
2688,215022.94
2689,221017.73
2690,378572.56
2691,178138.67
2692,97592.94
2693,204941.97
2694,26903.445
2695,199563.22
2696,196103.22
2697,177302.56
2698,180343.55
2699,156424.47
2700,148612.53
2701,163333.1
2702,120990.81
2703,162452.86
2704,154277.3
2705,131209.83
2706,116784.43
2707,112268.54
2708,136343.17
2709,110187.664
2710,136111.62
2711,316450.1
2712,417944.44
2713,160564.61
2714,171043.67
2715,164635.78
2716,185955.44
2717,157634.9
2718,210166.34
2719,152035.58
2720,170220.34
2721,134545.64
2722,126604.266
2723,157995.08
2724,131591.62
2725,139561.56
2726,105754.08
2727,172799.67
2728,175475.3
2729,124413.35
2730,128417.19
2731,137249.38
2732,132053.52
2733,178476.94
2734,84558.414
2735,114528.414
2736,132370.23
2737,130249.17
2738,138039.11
2739,175303.44
2740,137103.14
2741,139374.9
2742,160151.84
2743,132578.77
2744,159726.45
2745,137323.48
2746,128436.43
2747,142966.17
2748,121195.89
2749,129324.195
2750,123158.4
2751,129941.83
2752,212035.3
2753,143630.2
2754,279034.5
2755,134545.62
2756,104947.91
2757,95214.47
2758,120806.08
2759,174041.3
2760,114408.25
2761,162621.75
2762,143332.14
2763,196290.8
2764,167446.5
2765,289463.38
2766,107322.516
2767,80612.234
2768,114768.37
2769,127260.734
2770,150269.88
2771,119037.81
2772,127640.414
2773,160178.3
2774,80718.305
2775,103571.586
2776,155224.56
2777,152391.56
2778,82632.09
2779,68480.055
2780,88702.41
2781,91848.45
2782,82670.97
2783,99036.914
2784,106304.71
2785,107638.445
2786,73138.45
2787,104122.79
2788,88500.48
2789,198793.0
2790,76386.01
2791,95201.24
2792,81648.375
2793,162598.78
2794,71509.4
2795,109947.2
2796,115769.29
2797,176575.22
2798,103397.13
2799,126730.9
2800,65709.72
2801,109111.66
2802,117101.56
2803,144681.58
2804,142960.81
2805,102867.04
2806,109503.04
2807,162545.06
2808,161987.3
2809,136935.17
2810,126816.11
2811,155016.11
2812,177795.72
2813,156908.22
2814,158489.78
2815,97878.3
2816,185312.72
2817,129769.195
2818,103460.45
2819,163475.77
2820,150247.83
2821,104352.96
2822,194671.0
2823,278094.62
2824,162144.98
2825,152853.06
2826,100307.49
2827,148512.1
2828,247743.23
2829,228760.06
2830,234691.52
2831,201896.0
2832,200844.12
2833,323616.28
2834,254493.78
2835,225493.72
2836,206856.11
2837,158235.34
2838,128613.25
2839,186664.14
2840,199176.53
2841,215749.02
2842,234740.44
2843,137759.72
2844,188430.53
2845,126155.91
2846,222156.92
2847,194689.55
2848,201358.56
2849,188209.03
2850,302951.75
2851,219303.25
2852,241686.38
2853,239504.12
2854,149291.72
2855,205592.98
2856,226076.81
2857,198989.92
2858,213311.11
2859,145667.33
2860,110123.38
2861,125916.5
2862,191430.66
2863,89251.39
2864,218058.94
2865,135344.14
2866,167178.52
2867,105615.625
2868,132830.39
2869,116085.76
2870,142236.45
2871,110212.74
2872,84627.17
2873,105573.64
2874,130200.95
2875,136479.7
2876,184320.62
2877,128609.24
2878,155617.81
2879,130044.63
2880,109319.09
2881,134809.44
2882,156465.52
2883,172854.27
2884,227581.72
2885,177261.23
2886,156445.69
2887,96266.51
2888,113496.96
2889,63720.57
2890,91121.68
2891,100189.48
2892,78866.336
2893,102907.875
2894,82208.5
2895,304368.4
2896,252509.44
2897,242894.88
2898,153862.83
2899,207447.72
2900,159615.16
2901,197514.89
2902,183481.66
2903,291466.7
2904,366854.1
2905,97532.266
2906,258695.31
2907,70425.445
2908,130584.61
2909,150658.83
2910,67402.945
2911,90470.48
2912,124969.26
2913,87613.016
2914,81752.79
2915,83607.766
2916,89567.45
2917,162631.61
2918,94736.11
2919,242945.11
